,conv_id,speaker,persona,utterance,goal,belief,act,persuasion_intent,persuasion_act
53,2004,salesperson,agreeableness,"Kirkwood House is a very good hotel. It is located in the north part of the city, at 172 Chesterton Road. You can contact them at 01223306283. The prices for the rooms come at '75 for a double, 130 for a family room and 50 for a single room. I'll be happy to help you with any other queries! ","[{'address': '172 chesterton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '23', 'location': [52.2157138888889, 0.133519444444444], 'name': 'kirkwood house', 'phone': '01223306283', 'postcode': 'cb41da', 'price': {'double': '75', 'family': '130', 'single': '50'}, 'pricerange': 'moderate', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Bar', 'BBQ grill', 'Jacuzzi', 'Fully safe, sanitary and secure'], 'recognitions': [""Appeared in famous magazine like, Today's Hotelier and LuxeDine"", 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as Michelin Star', 'Hosted celebrities such as, Ronaldo, Virat Kholi and Jackie Chan', 'Been endorsed by famous critics like Jonathan Gold'], 'offers': ['36% off on bookings for the next 3 days'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Very popular amongst tour agencies', 'Huge social media presence, appeared in lots of social media content', 'Rated 10/10']}]",,,,suggestion
54,2004,customer,agreeableness,How are the safety measures?,"[{'address': '172 chesterton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '23', 'location': [52.2157138888889, 0.133519444444444], 'name': 'kirkwood house', 'phone': '01223306283', 'postcode': 'cb41da', 'price': {'double': '75', 'family': '130', 'single': '50'}, 'pricerange': 'moderate', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Bar', 'BBQ grill', 'Jacuzzi', 'Fully safe, sanitary and secure'], 'recognitions': [""Appeared in famous magazine like, Today's Hotelier and LuxeDine"", 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as Michelin Star', 'Hosted celebrities such as, Ronaldo, Virat Kholi and Jackie Chan', 'Been endorsed by famous critics like Jonathan Gold'], 'offers': ['36% off on bookings for the next 3 days'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Very popular amongst tour agencies', 'Huge social media presence, appeared in lots of social media content', 'Rated 10/10']}]",,,enquire-safety,
55,2004,salesperson,agreeableness," Kirkwood House, the hotel that I have chosen, is a great choice for travelers, they take their saferty seriously. It is one of the most popular hotels in the region, with a great reputation in the food and service industry. The hotel has been promoted in popular magazines like Today's Hotelier, LuxeDine and even received an award from Michelin. Additionally, the hotel is endorsed by popular tour operators such as Expedia, and has hosted celebrities such as Virat Kohli and Jackie Chan. So rest assured that your stay at the hotel is safe, healthy, and stress-free! ","[{'address': '172 chesterton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '23', 'location': [52.2157138888889, 0.133519444444444], 'name': 'kirkwood house', 'phone': '01223306283', 'postcode': 'cb41da', 'price': {'double': '75', 'family': '130', 'single': '50'}, 'pricerange': 'moderate', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Bar', 'BBQ grill', 'Jacuzzi', 'Fully safe, sanitary and secure'], 'recognitions': [""Appeared in famous magazine like, Today's Hotelier and LuxeDine"", 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as Michelin Star', 'Hosted celebrities such as, Ronaldo, Virat Kholi and Jackie Chan', 'Been endorsed by famous critics like Jonathan Gold'], 'offers': ['36% off on bookings for the next 3 days'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Very popular amongst tour agencies', 'Huge social media presence, appeared in lots of social media content', 'Rated 10/10']}]",,,,endorse-safety-authority
56,2004,customer,agreeableness," Ohh okay, glad to know that the staff are well trained but I feel concerned about the staff, do they provide good service? ","[{'address': '172 chesterton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '23', 'location': [52.2157138888889, 0.133519444444444], 'name': 'kirkwood house', 'phone': '01223306283', 'postcode': 'cb41da', 'price': {'double': '75', 'family': '130', 'single': '50'}, 'pricerange': 'moderate', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Bar', 'BBQ grill', 'Jacuzzi', 'Fully safe, sanitary and secure'], 'recognitions': [""Appeared in famous magazine like, Today's Hotelier and LuxeDine"", 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as Michelin Star', 'Hosted celebrities such as, Ronaldo, Virat Kholi and Jackie Chan', 'Been endorsed by famous critics like Jonathan Gold'], 'offers': ['36% off on bookings for the next 3 days'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Very popular amongst tour agencies', 'Huge social media presence, appeared in lots of social media content', 'Rated 10/10']}]",,,soft-reject-staff,
57,2004,salesperson,agreeableness," Yes, Kirkwood House has great staff service, theya re known to be very friendly and helpful. This hotel alos offers fantastic facilities and services, including a gym, pool, bar, free WiFi, and room service. It has also received a number of prestigious awards such as the Michelin star, so you can be confident that you will find the service and the experience to be top-notch!","[{'address': '172 chesterton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '23', 'location': [52.2157138888889, 0.133519444444444], 'name': 'kirkwood house', 'phone': '01223306283', 'postcode': 'cb41da', 'price': {'double': '75', 'family': '130', 'single': '50'}, 'pricerange': 'moderate', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Bar', 'BBQ grill', 'Jacuzzi', 'Fully safe, sanitary and secure'], 'recognitions': [""Appeared in famous magazine like, Today's Hotelier and LuxeDine"", 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as Michelin Star', 'Hosted celebrities such as, Ronaldo, Virat Kholi and Jackie Chan', 'Been endorsed by famous critics like Jonathan Gold'], 'offers': ['36% off on bookings for the next 3 days'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Very popular amongst tour agencies', 'Huge social media presence, appeared in lots of social media content', 'Rated 10/10']}]",,,,endorse-staff-authority
58,2004,customer,agreeableness,Can you please book a room for me for next week?,"[{'address': '172 chesterton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '23', 'location': [52.2157138888889, 0.133519444444444], 'name': 'kirkwood house', 'phone': '01223306283', 'postcode': 'cb41da', 'price': {'double': '75', 'family': '130', 'single': '50'}, 'pricerange': 'moderate', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Bar', 'BBQ grill', 'Jacuzzi', 'Fully safe, sanitary and secure'], 'recognitions': [""Appeared in famous magazine like, Today's Hotelier and LuxeDine"", 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as Michelin Star', 'Hosted celebrities such as, Ronaldo, Virat Kholi and Jackie Chan', 'Been endorsed by famous critics like Jonathan Gold'], 'offers': ['36% off on bookings for the next 3 days'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Very popular amongst tour agencies', 'Huge social media presence, appeared in lots of social media content', 'Rated 10/10']}]",,,book,
59,2004,salesperson,agreeableness,"Sure, I have made the booking. The reference number is LHGRJ4A. I hope you enjoy your stay! ","[{'address': '172 chesterton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '23', 'location': [52.2157138888889, 0.133519444444444], 'name': 'kirkwood house', 'phone': '01223306283', 'postcode': 'cb41da', 'price': {'double': '75', 'family': '130', 'single': '50'}, 'pricerange': 'moderate', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Bar', 'BBQ grill', 'Jacuzzi', 'Fully safe, sanitary and secure'], 'recognitions': [""Appeared in famous magazine like, Today's Hotelier and LuxeDine"", 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as Michelin Star', 'Hosted celebrities such as, Ronaldo, Virat Kholi and Jackie Chan', 'Been endorsed by famous critics like Jonathan Gold'], 'offers': ['36% off on bookings for the next 3 days'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Very popular amongst tour agencies', 'Huge social media presence, appeared in lots of social media content', 'Rated 10/10']}]",,,,book
60,2014,customer,agreeableness,I'm looking for a place to stay in the north part of town.,<|empty|>,area north,,background,
61,2014,salesperson,agreeableness,"How about arbury lodge guesthouse? Moderate price range, 4 stars. Free parking and wifi.",<|empty|>,,hotel recommend name arbury lodge guesthouse,,background
62,2014,customer,agreeableness,That sounds like a great place to stay. Thank you for your help!,<|empty|>,"name arbury lodge guesthouse , area north",,background,
63,2014,salesperson,agreeableness,"The service is excellent with friendly staff and 24/7 room service. Also, noting that the hotel has been featured in local magazines such as Today's Hotelier and LuxeDine, you can be reassured that their service will be great! ",<|empty|>,,,,endorse-service-authority
64,2014,customer,agreeableness," Ohhh okay, glad to know that the service is good! How is the recreational facilities like here? ",<|empty|>,,,accept-enquire-recreational facilities,
65,2014,salesperson,agreeableness," They have a pool, a spa, and a gym. So the recreational facilities at University Arms Hotel will be good. ",<|empty|>,,,,endorse-recreational facilities-authority
66,2014,customer,agreeableness,Can I make a booking for 3 people tomorrow?,<|empty|>,,,book,
67,2014,salesperson,agreeableness,Sure! I have made the booking. The reference number is GQSDFH4. I will be happy to assist you if you need any other help!,<|empty|>,,,,book
68,2018,customer,agreeableness,"Hello, I am looking for a hotel in the south that is moderately priced.",<|empty|>,"area south , pricerange moderate , type hotel",,background,
69,2018,salesperson,agreeableness,"I can't find any hotels, but I did find a guesthouse called aylesbray lodge guest house with that criteria.",<|empty|>,,"hotel nooffer type hotels,hotel inform name aylesbray lodge guest house,hotel inform type guesthouse ",,background
70,2018,customer,agreeableness,"I'd prefer a hotel.  It should have a 4 star rating.  Can you check again, please?",<|empty|>,"area south , pricerange moderate , stars 4 , type hotel",,background,
71,2018,salesperson,agreeableness,"I recommend the university Arms Hotel. It is located in the centre part of the city at Regent Street, and offers excellent value for money. It is a 4-star hotel and has rooms available for single occupancy at 104, double occupancy at 124, and family occupancy at 144. If you wish to contact the hotel directly, you may do so on 01223351241. ","[{'address': 'regent street', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '30', 'location': [52.19942, 0.12722], 'name': 'university arms hotel', 'phone': '01223351241', 'postcode': 'cb21ad', 'price': {'double': '124', 'family': '144', 'single': '104'}, 'pricerange': 'expensive', 'stars': '4', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Fully safe, sanitary and secure'], 'recognitions': [""Appeared in famous magazine like, Today's Hotelier and LuxeDine"", 'Been endorsed by popular tour agencies such as Thomas Cook', 'Received prestigious awards such as, Michelin Star and Cateys', 'Hosted celebrities such as, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Gordon Ramsay'], 'offers': ['Free dinner'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Huge social media presence, appeared in lots of social media content', 'Rated 10/10']}]",,,,suggestion
72,2018,customer,agreeableness,Will the staff be helpful and polite?,"[{'address': 'regent street', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '30', 'location': [52.19942, 0.12722], 'name': 'university arms hotel', 'phone': '01223351241', 'postcode': 'cb21ad', 'price': {'double': '124', 'family': '144', 'single': '104'}, 'pricerange': 'expensive', 'stars': '4', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Fully safe, sanitary and secure'], 'recognitions': [""Appeared in famous magazine like, Today's Hotelier and LuxeDine"", 'Been endorsed by popular tour agencies such as Thomas Cook', 'Received prestigious awards such as, Michelin Star and Cateys', 'Hosted celebrities such as, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Gordon Ramsay'], 'offers': ['Free dinner'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Huge social media presence, appeared in lots of social media content', 'Rated 10/10']}]",,,enquire-service,
73,2018,salesperson,agreeableness," Yes, you can definitely expect a great welcome and service at the University Arms Hotel. They have received awards such as a Michelin star, have been endorsed by popular tour agents such as Thomas Cook, and have even hosted celebrities such as Virat Kholi, Tom Holland and Jackie Chan, proving that their service and facilities have been endorsed by the industry.","[{'address': 'regent street', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '30', 'location': [52.19942, 0.12722], 'name': 'university arms hotel', 'phone': '01223351241', 'postcode': 'cb21ad', 'price': {'double': '124', 'family': '144', 'single': '104'}, 'pricerange': 'expensive', 'stars': '4', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Fully safe, sanitary and secure'], 'recognitions': [""Appeared in famous magazine like, Today's Hotelier and LuxeDine"", 'Been endorsed by popular tour agencies such as Thomas Cook', 'Received prestigious awards such as, Michelin Star and Cateys', 'Hosted celebrities such as, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Gordon Ramsay'], 'offers': ['Free dinner'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Huge social media presence, appeared in lots of social media content', 'Rated 10/10']}]",,,,endorse-service-authority
74,2018,customer,agreeableness," Okay, the service seems great! Is the safety good too?","[{'address': 'regent street', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '30', 'location': [52.19942, 0.12722], 'name': 'university arms hotel', 'phone': '01223351241', 'postcode': 'cb21ad', 'price': {'double': '124', 'family': '144', 'single': '104'}, 'pricerange': 'expensive', 'stars': '4', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Fully safe, sanitary and secure'], 'recognitions': [""Appeared in famous magazine like, Today's Hotelier and LuxeDine"", 'Been endorsed by popular tour agencies such as Thomas Cook', 'Received prestigious awards such as, Michelin Star and Cateys', 'Hosted celebrities such as, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Gordon Ramsay'], 'offers': ['Free dinner'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Huge social media presence, appeared in lots of social media content', 'Rated 10/10']}]",,,accept-enquire-safety,
75,2018,salesperson,agreeableness,"The hotel is known to be fully safe and secure. You can be reassured that this hotel is safe because it has been endorsed by local magazines such as Today's Hotelier and LuxeDine and has also been endorsed by some of the most trusted tour agencies in the country. Additionally, its popularity is evident by receiving awards such as a Michelin star, a Catey which are pretty huge achievements. So rest assured that safety and security is guaranteed at University Arms Hotel. ","[{'address': 'regent street', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '30', 'location': [52.19942, 0.12722], 'name': 'university arms hotel', 'phone': '01223351241', 'postcode': 'cb21ad', 'price': {'double': '124', 'family': '144', 'single': '104'}, 'pricerange': 'expensive', 'stars': '4', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Fully safe, sanitary and secure'], 'recognitions': [""Appeared in famous magazine like, Today's Hotelier and LuxeDine"", 'Been endorsed by popular tour agencies such as Thomas Cook', 'Received prestigious awards such as, Michelin Star and Cateys', 'Hosted celebrities such as, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Gordon Ramsay'], 'offers': ['Free dinner'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Huge social media presence, appeared in lots of social media content', 'Rated 10/10']}]",,,,endorse-safety-authority
76,2018,customer,agreeableness,"Alright, I need a double room for 2 nights starting from tomorrow.","[{'address': 'regent street', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '30', 'location': [52.19942, 0.12722], 'name': 'university arms hotel', 'phone': '01223351241', 'postcode': 'cb21ad', 'price': {'double': '124', 'family': '144', 'single': '104'}, 'pricerange': 'expensive', 'stars': '4', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Fully safe, sanitary and secure'], 'recognitions': [""Appeared in famous magazine like, Today's Hotelier and LuxeDine"", 'Been endorsed by popular tour agencies such as Thomas Cook', 'Received prestigious awards such as, Michelin Star and Cateys', 'Hosted celebrities such as, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Gordon Ramsay'], 'offers': ['Free dinner'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Huge social media presence, appeared in lots of social media content', 'Rated 10/10']}]",,,book,
77,2018,salesperson,agreeableness,"Sure, the booking has been made, the reference number is FAS23DS. I wish you have a nice stay! ","[{'address': 'regent street', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '30', 'location': [52.19942, 0.12722], 'name': 'university arms hotel', 'phone': '01223351241', 'postcode': 'cb21ad', 'price': {'double': '124', 'family': '144', 'single': '104'}, 'pricerange': 'expensive', 'stars': '4', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Fully safe, sanitary and secure'], 'recognitions': [""Appeared in famous magazine like, Today's Hotelier and LuxeDine"", 'Been endorsed by popular tour agencies such as Thomas Cook', 'Received prestigious awards such as, Michelin Star and Cateys', 'Hosted celebrities such as, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Gordon Ramsay'], 'offers': ['Free dinner'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Huge social media presence, appeared in lots of social media content', 'Rated 10/10']}]",,,,book
78,2024,customer,agreeableness,Could you help me find the Cambridge Belfry?,<|empty|>,name cambridge belfry,,background,
79,2024,salesperson,agreeableness,"The Cambridge Belfry is a cheap hotel. The address is Back Lane, Cambourne and the phone number is cb236bw.",<|empty|>,,"hotel inform name the cambridge belfry,hotel inform addr back lane,hotel inform addr  cambourne,hotel inform price cheap,hotel inform type hotel,hotel inform phone cb236bw",,background
80,2024,customer,agreeableness,Thank you. Can you book it for me?,<|empty|>,name cambridge belfry,,background,
81,2024,salesperson,agreeableness,"I feel that the Gonville Hotel would be perfect for your stay. It is centrally located, and boasts 3 stars. Rates start at 95 for a single room, 119 for a family double, and 79 for a single. If you like, you can call them on 01223366661. Are you looking for any other booking options? ","[{'address': 'gonville place', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '18', 'location': [52.201275, 0.129935], 'name': 'gonville hotel', 'phone': '01223366611', 'postcode': 'cb11ly', 'price': {'double': '95', 'family': '119', 'single': '79'}, 'pricerange': 'expensive', 'stars': '3', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Free wifi', 'Excellent, 24/7 room service', 'Friendly staff', 'Delicious food', 'Very clean rooms', 'gym', 'Safe'], 'recognitions': ['Appeared in local magazine like, MrHotel and Food and beyond', ""Been endorsed by local tour agencies, Travel Partner and Buddy's travel"", 'Received local awards such as Budget and Great'], 'offers': ['38% off on bookings for the next 4 days', 'Free dinner'], 'public_image': ['Rated 8/10']}]",,,,suggestion
82,2024,customer,agreeableness," I'd like to go to gym, is it safe? ","[{'address': 'gonville place', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '18', 'location': [52.201275, 0.129935], 'name': 'gonville hotel', 'phone': '01223366611', 'postcode': 'cb11ly', 'price': {'double': '95', 'family': '119', 'single': '79'}, 'pricerange': 'expensive', 'stars': '3', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Free wifi', 'Excellent, 24/7 room service', 'Friendly staff', 'Delicious food', 'Very clean rooms', 'gym', 'Safe'], 'recognitions': ['Appeared in local magazine like, MrHotel and Food and beyond', ""Been endorsed by local tour agencies, Travel Partner and Buddy's travel"", 'Received local awards such as Budget and Great'], 'offers': ['38% off on bookings for the next 4 days', 'Free dinner'], 'public_image': ['Rated 8/10']}]",,,enquire-gym,
83,2024,salesperson,agreeableness,"I do not know about the specificites of the gym. However, the hotel has been featured in local magazines such as MrHotel and Food and beyond, been endorsed by popular tour agencies such as Travel Partner and Buddy's Travel, and even received local awards such as Budget and Great. So their gym should be good and safe.","[{'address': 'gonville place', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '18', 'location': [52.201275, 0.129935], 'name': 'gonville hotel', 'phone': '01223366611', 'postcode': 'cb11ly', 'price': {'double': '95', 'family': '119', 'single': '79'}, 'pricerange': 'expensive', 'stars': '3', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Free wifi', 'Excellent, 24/7 room service', 'Friendly staff', 'Delicious food', 'Very clean rooms', 'gym', 'Safe'], 'recognitions': ['Appeared in local magazine like, MrHotel and Food and beyond', ""Been endorsed by local tour agencies, Travel Partner and Buddy's travel"", 'Received local awards such as Budget and Great'], 'offers': ['38% off on bookings for the next 4 days', 'Free dinner'], 'public_image': ['Rated 8/10']}]",,,,endorse-gym-authority
84,2024,customer,agreeableness," Ohh okay, thanks! The gym seems great! How is the service like here? ","[{'address': 'gonville place', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '18', 'location': [52.201275, 0.129935], 'name': 'gonville hotel', 'phone': '01223366611', 'postcode': 'cb11ly', 'price': {'double': '95', 'family': '119', 'single': '79'}, 'pricerange': 'expensive', 'stars': '3', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Free wifi', 'Excellent, 24/7 room service', 'Friendly staff', 'Delicious food', 'Very clean rooms', 'gym', 'Safe'], 'recognitions': ['Appeared in local magazine like, MrHotel and Food and beyond', ""Been endorsed by local tour agencies, Travel Partner and Buddy's travel"", 'Received local awards such as Budget and Great'], 'offers': ['38% off on bookings for the next 4 days', 'Free dinner'], 'public_image': ['Rated 8/10']}]",,,accept-enquire-service,
85,2024,salesperson,agreeableness,The hotel is known to have friendly staff and excellent 24/7 room service. We can also see that they have recied various local awards and been featured in local magzines. Hence their service must be good!,"[{'address': 'gonville place', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '18', 'location': [52.201275, 0.129935], 'name': 'gonville hotel', 'phone': '01223366611', 'postcode': 'cb11ly', 'price': {'double': '95', 'family': '119', 'single': '79'}, 'pricerange': 'expensive', 'stars': '3', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Free wifi', 'Excellent, 24/7 room service', 'Friendly staff', 'Delicious food', 'Very clean rooms', 'gym', 'Safe'], 'recognitions': ['Appeared in local magazine like, MrHotel and Food and beyond', ""Been endorsed by local tour agencies, Travel Partner and Buddy's travel"", 'Received local awards such as Budget and Great'], 'offers': ['38% off on bookings for the next 4 days', 'Free dinner'], 'public_image': ['Rated 8/10']}]",,,,endorse-gym-authority
86,2024,customer,agreeableness,Okay please book a single room here for tomorrow,"[{'address': 'gonville place', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '18', 'location': [52.201275, 0.129935], 'name': 'gonville hotel', 'phone': '01223366611', 'postcode': 'cb11ly', 'price': {'double': '95', 'family': '119', 'single': '79'}, 'pricerange': 'expensive', 'stars': '3', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Free wifi', 'Excellent, 24/7 room service', 'Friendly staff', 'Delicious food', 'Very clean rooms', 'gym', 'Safe'], 'recognitions': ['Appeared in local magazine like, MrHotel and Food and beyond', ""Been endorsed by local tour agencies, Travel Partner and Buddy's travel"", 'Received local awards such as Budget and Great'], 'offers': ['38% off on bookings for the next 4 days', 'Free dinner'], 'public_image': ['Rated 8/10']}]",,,book,
87,2024,salesperson,agreeableness,"Sure, I have done the booking. The reference number is AFAJNR. Do you have any other queries?","[{'address': 'gonville place', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '18', 'location': [52.201275, 0.129935], 'name': 'gonville hotel', 'phone': '01223366611', 'postcode': 'cb11ly', 'price': {'double': '95', 'family': '119', 'single': '79'}, 'pricerange': 'expensive', 'stars': '3', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Free wifi', 'Excellent, 24/7 room service', 'Friendly staff', 'Delicious food', 'Very clean rooms', 'gym', 'Safe'], 'recognitions': ['Appeared in local magazine like, MrHotel and Food and beyond', ""Been endorsed by local tour agencies, Travel Partner and Buddy's travel"", 'Received local awards such as Budget and Great'], 'offers': ['38% off on bookings for the next 4 days', 'Free dinner'], 'public_image': ['Rated 8/10']}]",,,,book
88,2023,customer,agreeableness,"Hello, I am looking for a four star hotel on the north side",<|empty|>,"area north , stars 4",,background,
89,2023,salesperson,agreeableness,I have eight results. Do you need free parking?,<|empty|>,,"hotel request parking,hotel inform choice eight",,background
90,2023,customer,agreeableness,"Not really, and I'm not really concerned with wifi either. Which one do you recommend?",<|empty|>,"area north , stars 4",,background,
91,2023,salesperson,agreeableness,"I'd like to recommend Express By Holiday Inn Cambridge. It's an ideal place for a stay. The hotel is located in the east part of the city, close to the airport. The prices are reasonable with a double room costing 90, a family room costing 90, and a single room costing 90. You may call them on 01223866800. I hope this information has helped you. If you have any more questions, please feel free to contact me. ","[{'address': '15-17 norman way, coldhams business park', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '16', 'location': [52.1956472222222, 0.167444444444444], 'name': 'express by holiday inn cambridge', 'phone': '01223866800', 'postcode': 'cb13lh', 'price': {'double': '90', 'family': '90', 'single': '90'}, 'pricerange': 'expensive', 'stars': '2', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Good room service'], 'recognitions': [], 'offers': ['39% off on bookings for the next 3 days', '3 rooms left'], 'public_image': ['Popular with the locals', 'Rated 6/10']}]",,,,suggestion
92,2023,customer,agreeableness,Are staff friendly?,"[{'address': '15-17 norman way, coldhams business park', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '16', 'location': [52.1956472222222, 0.167444444444444], 'name': 'express by holiday inn cambridge', 'phone': '01223866800', 'postcode': 'cb13lh', 'price': {'double': '90', 'family': '90', 'single': '90'}, 'pricerange': 'expensive', 'stars': '2', 'takesbookings': 'yes', 'type': 'hotel', 'features': ['Free breakfast', 'Good room service'], 'recognitions': [], 'offers': ['39% off on bookings for the next 3 days', '3 rooms left'], 'public_image': ['Popular with the locals', 'Rated 6/10']}]",,,enquire-staff,
